"local_electoral","fecha_recepcion_trep","codigo_candidatura","numero_mesa","numero_lista","total_votos","total_votantes","tiempo_estimado_hora"
"11_17_0_508","2023-04-30 18:40:58.255",1,4,911,78,301,15
"11_9_0_501","2023-04-30 18:41:22.21",1,14,3,75,302,15
"11_9_0_501","2023-04-30 18:41:22.21",1,14,911,64,302,15
"11_9_0_501","2023-04-30 18:41:22.21",1,14,1,143,302,15
"3_0_0_2","2023-04-30 18:41:44.733",1,31,911,58,303,15
"3_0_0_2","2023-04-30 18:41:44.733",1,31,3,118,303,15
"3_0_0_2","2023-04-30 18:41:44.733",1,31,1,109,303,15
"8_15_0_1","2023-04-30 18:42:32.935",1,4,1,166,306,15
"8_15_0_1","2023-04-30 18:42:32.935",1,4,911,30,306,15
"8_15_0_1","2023-04-30 18:42:32.935",1,4,3,97,306,15
"13_3_0_2","2023-04-30 18:42:34.69",1,5,3,90,303,15
"13_3_0_2","2023-04-30 18:42:34.69",1,5,911,63,303,15
"13_3_0_2","2023-04-30 18:42:34.69",1,5,1,141,303,15
"0_0_4_14","2023-04-30 18:42:36.418",1,3,1,166,301,15
"0_0_4_14","2023-04-30 18:42:36.418",1,3,3,79,301,15
"0_0_4_14","2023-04-30 18:42:36.418",1,3,911,38,301,15
"11_29_0_11","2023-04-30 18:42:40.523",1,1,3,116,317,15
"11_29_0_11","2023-04-30 18:42:40.523",1,1,911,63,317,15
"11_29_0_11","2023-04-30 18:42:40.523",1,1,1,125,317,15
"11_29_0_10","2023-04-30 18:42:45.033",1,3,1,130,351,17
"11_29_0_10","2023-04-30 18:42:45.033",1,3,911,86,351,17
"11_29_0_10","2023-04-30 18:42:45.033",1,3,3,116,351,17
"2_15_0_2","2023-04-30 18:42:59.949",1,8,1,209,310,15
"2_15_0_2","2023-04-30 18:42:59.949",1,8,911,41,310,15
"2_15_0_2","2023-04-30 18:42:59.949",1,8,3,46,310,15
"0_0_1_1","2023-04-30 18:43:11.794",1,13,911,54,313,15
"0_0_1_1","2023-04-30 18:43:11.794",1,13,1,179,313,15
"0_0_1_1","2023-04-30 18:43:11.794",1,13,3,60,313,15
"0_0_4_4","2023-04-30 18:43:27.625",1,7,1,174,311,15
"0_0_4_4","2023-04-30 18:43:27.625",1,7,911,24,311,15
"0_0_4_4","2023-04-30 18:43:27.625",1,7,3,92,311,15
"11_3_0_3","2023-04-30 18:43:38.498",1,7,911,41,301,15
"11_3_0_3","2023-04-30 18:43:38.498",1,7,3,91,301,15
"11_3_0_3","2023-04-30 18:43:38.498",1,7,1,144,301,15
"11_9_0_501","2023-04-30 18:43:49.433",1,7,911,67,307,15
"11_9_0_501","2023-04-30 18:43:49.433",1,7,3,66,307,15
"11_9_0_501","2023-04-30 18:43:49.433",1,7,1,162,307,15
"10_0_0_23","2023-04-30 18:43:54.547",1,4,911,92,302,15
"10_0_0_23","2023-04-30 18:43:54.547",1,4,3,52,302,15
"10_0_0_23","2023-04-30 18:43:54.547",1,4,1,148,302,15
"11_19_0_6","2023-04-30 18:44:14.173",1,19,911,72,302,15
"11_19_0_6","2023-04-30 18:44:14.173",1,19,3,93,302,15
"11_19_0_6","2023-04-30 18:44:14.173",1,19,1,119,302,15
"11_9_0_501","2023-04-30 18:44:45.939",1,13,911,46,306,15
"11_9_0_501","2023-04-30 18:44:45.939",1,13,1,167,306,15
"11_9_0_501","2023-04-30 18:44:45.939",1,13,3,79,306,15
"11_33_0_2","2023-04-30 18:45:04.836",1,11,911,73,306,15
"11_33_0_2","2023-04-30 18:45:04.836",1,11,3,99,306,15
"11_33_0_2","2023-04-30 18:45:04.836",1,11,1,118,306,15
"8_15_0_1","2023-04-30 18:45:27.868",1,3,1,185,306,15
"8_15_0_1","2023-04-30 18:45:27.868",1,3,3,88,306,15
"8_15_0_1","2023-04-30 18:45:27.868",1,3,911,18,306,15
"11_33_0_502","2023-04-30 18:45:33.74",1,1,1,136,301,15
"11_33_0_502","2023-04-30 18:45:33.74",1,1,911,41,301,15
"11_33_0_502","2023-04-30 18:45:33.74",1,1,3,110,301,15
"3_0_0_2","2023-04-30 18:45:51.832",1,17,911,62,305,15
"3_0_0_2","2023-04-30 18:45:51.832",1,17,1,97,305,15
"3_0_0_2","2023-04-30 18:45:51.832",1,17,3,133,305,15
"11_19_0_8","2023-04-30 18:46:23.565",1,3,911,56,302,15
"11_19_0_8","2023-04-30 18:46:23.565",1,3,1,153,302,15
"11_19_0_8","2023-04-30 18:46:23.565",1,3,3,57,302,15
"0_0_5_9","2023-04-30 18:46:50.727",1,2,3,98,321,16
"0_0_5_9","2023-04-30 18:46:50.727",1,2,1,133,321,16
"0_0_5_9","2023-04-30 18:46:50.727",1,2,911,44,321,16
"11_19_0_1","2023-04-30 18:47:51.998",1,22,3,83,325,16
"11_19_0_1","2023-04-30 18:47:51.998",1,22,911,92,325,16
"11_19_0_1","2023-04-30 18:47:51.998",1,22,1,108,325,16
"0_0_5_22","2023-04-30 18:48:02.774",1,6,1,165,304,15
"0_0_5_22","2023-04-30 18:48:02.774",1,6,911,62,304,15
"0_0_5_22","2023-04-30 18:48:02.774",1,6,3,61,304,15
"8_1_0_2","2023-04-30 18:48:41.007",1,12,1,189,302,15
"8_1_0_2","2023-04-30 18:48:41.007",1,12,911,30,302,15
"8_1_0_2","2023-04-30 18:48:41.007",1,12,3,69,302,15
"12_13_0_1","2023-04-30 18:48:45.089",1,1,1,126,307,15
"12_13_0_1","2023-04-30 18:48:45.089",1,1,3,139,307,15
"12_13_0_1","2023-04-30 18:48:45.089",1,1,911,19,307,15
"11_9_0_501","2023-04-30 18:49:19.916",1,10,1,141,308,15
"11_9_0_501","2023-04-30 18:49:19.916",1,10,3,100,308,15
"11_9_0_501","2023-04-30 18:49:19.916",1,10,911,54,308,15
"11_9_0_511","2023-04-30 18:49:41.565",1,4,3,75,310,15
"11_9_0_511","2023-04-30 18:49:41.565",1,4,1,123,310,15
"11_9_0_511","2023-04-30 18:49:41.565",1,4,911,92,310,15
"0_0_3_13","2023-04-30 18:50:04.228",1,6,1,169,302,15
"0_0_3_13","2023-04-30 18:50:04.228",1,6,911,49,302,15
"0_0_3_13","2023-04-30 18:50:04.228",1,6,3,63,302,15
"11_13_0_15","2023-04-30 18:50:16.341",1,2,1,134,301,15
"11_13_0_15","2023-04-30 18:50:16.341",1,2,3,107,301,15
"11_13_0_15","2023-04-30 18:50:16.341",1,2,911,39,301,15
"11_1_0_507","2023-04-30 18:50:22.75",1,10,1,126,321,16
"11_1_0_507","2023-04-30 18:50:22.75",1,10,3,60,321,16
"11_1_0_507","2023-04-30 18:50:22.75",1,10,911,108,321,16
"8_11_0_501","2023-04-30 18:50:41.02",1,1,3,151,337,16
"8_11_0_501","2023-04-30 18:50:41.02",1,1,1,154,337,16
"8_11_0_501","2023-04-30 18:50:41.02",1,1,911,19,337,16
"3_27_0_1","2023-04-30 18:50:51.749",1,18,1,175,324,16
"3_27_0_1","2023-04-30 18:50:51.749",1,18,3,86,324,16
"3_27_0_1","2023-04-30 18:50:51.749",1,18,911,52,324,16
"8_1_0_2","2023-04-30 18:51:10.58",1,10,3,64,303,15
"8_1_0_2","2023-04-30 18:51:10.58",1,10,911,25,303,15
"8_1_0_2","2023-04-30 18:51:10.58",1,10,1,197,303,15
"0_0_5_22","2023-04-30 18:51:59.045",1,3,1,172,311,15
"0_0_5_22","2023-04-30 18:51:59.045",1,3,3,48,311,15
"0_0_5_22","2023-04-30 18:51:59.045",1,3,911,67,311,15
"11_23_0_11","2023-04-30 18:52:38.831",1,9,1,142,320,16
"11_23_0_11","2023-04-30 18:52:38.831",1,9,3,63,320,16
"11_23_0_11","2023-04-30 18:52:38.831",1,9,911,96,320,16
"3_11_0_1","2023-04-30 18:52:39.585",1,1,1,152,302,15
"3_11_0_1","2023-04-30 18:52:39.585",1,1,3,88,302,15
"3_11_0_1","2023-04-30 18:52:39.585",1,1,911,41,302,15
"3_11_0_2","2023-04-30 18:52:40.823",1,5,3,95,316,15
"3_11_0_2","2023-04-30 18:52:40.823",1,5,911,57,316,15
"3_11_0_2","2023-04-30 18:52:40.823",1,5,1,150,316,15
"8_1_0_501","2023-04-30 18:52:57.021",1,1,3,74,342,17
"8_1_0_501","2023-04-30 18:52:57.021",1,1,1,235,342,17
"8_1_0_501","2023-04-30 18:52:57.021",1,1,911,20,342,17
"11_9_0_508","2023-04-30 18:54:06.502",1,3,1,129,321,16
"11_9_0_508","2023-04-30 18:54:06.502",1,3,911,94,321,16
"11_9_0_508","2023-04-30 18:54:06.502",1,3,3,68,321,16
"3_21_0_1","2023-04-30 18:55:06.094",1,3,1,167,323,16
"3_21_0_1","2023-04-30 18:55:06.094",1,3,3,109,323,16
"3_21_0_1","2023-04-30 18:55:06.094",1,3,911,34,323,16
"0_0_1_15","2023-04-30 18:55:48.93",1,12,3,83,310,15
"0_0_1_15","2023-04-30 18:55:48.93",1,12,1,152,310,15
"0_0_1_15","2023-04-30 18:55:48.93",1,12,911,49,310,15
"0_0_5_2","2023-04-30 18:55:52.02",1,6,1,175,311,15
"0_0_5_2","2023-04-30 18:55:52.02",1,6,3,76,311,15
"0_0_5_2","2023-04-30 18:55:52.02",1,6,911,27,311,15
"8_15_0_1","2023-04-30 18:56:04.25",1,5,3,119,322,16
"8_15_0_1","2023-04-30 18:56:04.25",1,5,1,151,322,16
"8_15_0_1","2023-04-30 18:56:04.25",1,5,911,41,322,16
"11_15_0_509","2023-04-30 18:56:18.929",1,1,1,52,310,15
"11_15_0_509","2023-04-30 18:56:18.929",1,1,3,161,310,15
"11_15_0_509","2023-04-30 18:56:18.929",1,1,911,82,310,15
"11_5_0_1","2023-04-30 18:56:36.85",1,36,1,201,302,15
"11_5_0_1","2023-04-30 18:56:36.85",1,36,911,41,302,15
"11_5_0_1","2023-04-30 18:56:36.85",1,36,3,35,302,15
"11_9_0_508","2023-04-30 18:56:37.526",1,4,3,60,323,16
"11_9_0_508","2023-04-30 18:56:37.526",1,4,911,78,323,16
"11_9_0_508","2023-04-30 18:56:37.526",1,4,1,167,323,16
"0_0_4_4","2023-04-30 18:56:54.58",1,14,911,31,322,16
"0_0_4_4","2023-04-30 18:56:54.58",1,14,1,159,322,16
"0_0_4_4","2023-04-30 18:56:54.58",1,14,3,107,322,16
"8_9_0_2","2023-04-30 18:57:24.846",1,3,3,85,305,15
"8_9_0_2","2023-04-30 18:57:24.846",1,3,1,191,305,15
"8_9_0_2","2023-04-30 18:57:24.846",1,3,911,17,305,15
"3_0_0_501","2023-04-30 18:57:38.117",1,1,1,54,306,15
"3_0_0_501","2023-04-30 18:57:38.117",1,1,3,205,306,15
"3_0_0_501","2023-04-30 18:57:38.117",1,1,911,38,306,15
"11_17_0_2","2023-04-30 18:57:51.244",1,5,1,127,305,15
"11_17_0_2","2023-04-30 18:57:51.244",1,5,911,64,305,15
"11_17_0_2","2023-04-30 18:57:51.244",1,5,3,89,305,15
"3_0_0_501","2023-04-30 18:57:59.625",1,4,1,33,310,15
"3_0_0_501","2023-04-30 18:57:59.625",1,4,3,224,310,15
"3_0_0_501","2023-04-30 18:57:59.625",1,4,911,42,310,15
"11_0_0_508","2023-04-30 18:58:07.013",1,1,911,77,305,15
"11_0_0_508","2023-04-30 18:58:07.013",1,1,3,68,305,15
"11_0_0_508","2023-04-30 18:58:07.013",1,1,1,137,305,15
"11_19_0_2","2023-04-30 18:58:46.173",1,17,3,94,306,15
"11_19_0_2","2023-04-30 18:58:46.173",1,17,911,93,306,15
"11_19_0_2","2023-04-30 18:58:46.173",1,17,1,92,306,15
"0_0_4_13","2023-04-30 18:58:50.244",1,8,3,94,316,15
"0_0_4_13","2023-04-30 18:58:50.244",1,8,1,181,316,15
"0_0_4_13","2023-04-30 18:58:50.244",1,8,911,21,316,15
"3_0_0_2","2023-04-30 18:58:52.074",1,3,3,113,302,15
"3_0_0_2","2023-04-30 18:58:52.074",1,3,1,99,302,15
"3_0_0_2","2023-04-30 18:58:52.074",1,3,911,50,302,15
"11_9_0_501","2023-04-30 18:59:28.724",1,15,1,159,317,15
"11_9_0_501","2023-04-30 18:59:28.724",1,15,3,73,317,15
"11_9_0_501","2023-04-30 18:59:28.724",1,15,911,73,317,15
"0_0_3_30","2023-04-30 18:59:53.75",1,6,1,172,314,15
"0_0_3_30","2023-04-30 18:59:53.75",1,6,911,47,314,15
"0_0_3_30","2023-04-30 18:59:53.75",1,6,3,72,314,15
"10_0_0_23","2023-04-30 19:01:38.971",1,2,911,108,302,15
"10_0_0_23","2023-04-30 19:01:38.971",1,2,1,140,302,15
"10_0_0_23","2023-04-30 19:01:38.971",1,2,3,41,302,15
"11_5_0_1","2023-04-30 19:01:50.019",1,28,1,153,303,15
"11_5_0_1","2023-04-30 19:01:50.019",1,28,911,83,303,15
"11_5_0_1","2023-04-30 19:01:50.019",1,28,3,57,303,15
"3_25_0_1","2023-04-30 19:02:03.755",1,4,1,184,311,15
"3_25_0_1","2023-04-30 19:02:03.755",1,4,3,82,311,15
"3_25_0_1","2023-04-30 19:02:03.755",1,4,911,32,311,15
"9_5_0_503","2023-04-30 19:02:18.595",1,6,911,45,325,16
"9_5_0_503","2023-04-30 19:02:18.595",1,6,1,108,325,16
"9_5_0_503","2023-04-30 19:02:18.595",1,6,3,156,325,16
"11_9_0_501","2023-04-30 19:02:26.351",1,2,911,75,303,15
"11_9_0_501","2023-04-30 19:02:26.351",1,2,1,150,303,15
"11_9_0_501","2023-04-30 19:02:26.351",1,2,3,57,303,15
"4_9_0_2","2023-04-30 19:02:27.983",1,1,1,231,311,15
"4_9_0_2","2023-04-30 19:02:27.983",1,1,911,26,311,15
"4_9_0_2","2023-04-30 19:02:27.983",1,1,3,36,311,15
"3_0_0_501","2023-04-30 19:02:47.706",1,5,3,190,310,15
"3_0_0_501","2023-04-30 19:02:47.706",1,5,1,75,310,15
"3_0_0_501","2023-04-30 19:02:47.706",1,5,911,36,310,15
"0_0_1_22","2023-04-30 19:03:01.036",1,1,911,36,322,16
"0_0_1_22","2023-04-30 19:03:01.036",1,1,3,140,322,16
"0_0_1_22","2023-04-30 19:03:01.036",1,1,1,128,322,16
"0_0_5_9","2023-04-30 19:03:36.35",1,9,911,60,305,15
"0_0_5_9","2023-04-30 19:03:36.35",1,9,1,124,305,15
"0_0_5_9","2023-04-30 19:03:36.35",1,9,3,93,305,15
"11_19_0_3","2023-04-30 19:03:43.449",1,13,1,145,301,15
"11_19_0_3","2023-04-30 19:03:43.449",1,13,911,72,301,15
"11_19_0_3","2023-04-30 19:03:43.449",1,13,3,61,301,15
"0_0_5_22","2023-04-30 19:04:17.963",1,9,1,154,308,15
"0_0_5_22","2023-04-30 19:04:17.963",1,9,3,67,308,15
"0_0_5_22","2023-04-30 19:04:17.963",1,9,911,57,308,15
"8_7_0_1","2023-04-30 19:04:22.104",1,4,911,8,331,16
"8_7_0_1","2023-04-30 19:04:22.104",1,4,3,158,331,16
"8_7_0_1","2023-04-30 19:04:22.104",1,4,1,155,331,16
"0_0_3_26","2023-04-30 19:04:30.493",1,4,1,147,307,15
"0_0_3_26","2023-04-30 19:04:30.493",1,4,3,97,307,15
"0_0_3_26","2023-04-30 19:04:30.493",1,4,911,36,307,15
"10_0_0_23","2023-04-30 19:04:43.975",1,1,1,160,314,15
"10_0_0_23","2023-04-30 19:04:43.975",1,1,911,103,314,15
"10_0_0_23","2023-04-30 19:04:43.975",1,1,3,34,314,15
"0_0_3_4","2023-04-30 19:04:49.478",1,9,911,52,317,15
"0_0_3_4","2023-04-30 19:04:49.478",1,9,1,153,317,15
"0_0_3_4","2023-04-30 19:04:49.478",1,9,3,89,317,15
"7_25_0_1","2023-04-30 19:04:49.976",1,24,911,47,312,15
"7_25_0_1","2023-04-30 19:04:49.976",1,24,1,150,312,15
"7_25_0_1","2023-04-30 19:04:49.976",1,24,3,72,312,15
"12_25_0_1","2023-04-30 19:04:59.252",1,3,911,23,348,17
"12_25_0_1","2023-04-30 19:04:59.252",1,3,1,284,348,17
"12_25_0_1","2023-04-30 19:04:59.252",1,3,3,39,348,17
"12_19_0_1","2023-04-30 19:05:36.013",1,2,1,115,302,15
"12_19_0_1","2023-04-30 19:05:36.013",1,2,3,143,302,15
"12_19_0_1","2023-04-30 19:05:36.013",1,2,911,12,302,15
"3_11_0_1","2023-04-30 19:06:01.198",1,11,3,110,301,15
"3_11_0_1","2023-04-30 19:06:01.198",1,11,911,59,301,15
"3_11_0_1","2023-04-30 19:06:01.198",1,11,1,114,301,15
"11_13_0_14","2023-04-30 19:06:48.059",1,5,3,93,309,15
"11_13_0_14","2023-04-30 19:06:48.059",1,5,1,155,309,15
"11_13_0_14","2023-04-30 19:06:48.059",1,5,911,45,309,15
"7_0_0_4","2023-04-30 19:06:49.98",1,35,911,53,320,16
"7_0_0_4","2023-04-30 19:06:49.98",1,35,3,76,320,16
"7_0_0_4","2023-04-30 19:06:49.98",1,35,1,172,320,16
"11_17_0_2","2023-04-30 19:07:00.419",1,9,1,167,306,15
"11_17_0_2","2023-04-30 19:07:00.419",1,9,911,41,306,15
"11_17_0_2","2023-04-30 19:07:00.419",1,9,3,70,306,15
"12_0_0_1","2023-04-30 19:08:07.428",1,28,3,111,343,17
"12_0_0_1","2023-04-30 19:08:07.428",1,28,1,160,343,17
"12_0_0_1","2023-04-30 19:08:07.428",1,28,911,51,343,17
"3_0_0_2","2023-04-30 19:08:14.213",1,32,1,85,302,15
"3_0_0_2","2023-04-30 19:08:14.213",1,32,3,152,302,15
"3_0_0_2","2023-04-30 19:08:14.213",1,32,911,42,302,15
"10_0_0_22","2023-04-30 19:08:23.746",1,1,3,49,302,15
"10_0_0_22","2023-04-30 19:08:23.746",1,1,1,125,302,15
"10_0_0_22","2023-04-30 19:08:23.746",1,1,911,115,302,15
"0_0_4_10","2023-04-30 19:09:14.092",1,2,1,169,336,16
"0_0_4_10","2023-04-30 19:09:14.092",1,2,3,91,336,16
"0_0_4_10","2023-04-30 19:09:14.092",1,2,911,44,336,16
"11_0_0_507","2023-04-30 19:09:18.373",1,3,3,56,306,15
"11_0_0_507","2023-04-30 19:09:18.373",1,3,1,130,306,15
"11_0_0_507","2023-04-30 19:09:18.373",1,3,911,114,306,15
"3_11_0_501","2023-04-30 19:09:37.084",1,2,911,39,310,15
"3_11_0_501","2023-04-30 19:09:37.084",1,2,3,126,310,15
"3_11_0_501","2023-04-30 19:09:37.084",1,2,1,121,310,15
"0_0_5_22","2023-04-30 19:09:38.849",1,8,911,65,308,15
"0_0_5_22","2023-04-30 19:09:38.849",1,8,1,153,308,15
"0_0_5_22","2023-04-30 19:09:38.849",1,8,3,67,308,15
"11_17_0_511","2023-04-30 19:10:09.312",1,10,1,139,304,15
"11_17_0_511","2023-04-30 19:10:09.312",1,10,3,61,304,15
"11_17_0_511","2023-04-30 19:10:09.312",1,10,911,70,304,15
"3_35_0_1","2023-04-30 19:10:43.453",1,13,911,52,330,16
"3_35_0_1","2023-04-30 19:10:43.453",1,13,1,119,330,16
"3_35_0_1","2023-04-30 19:10:43.453",1,13,3,141,330,16
"11_0_0_507","2023-04-30 19:10:45.058",1,4,1,127,302,15
"11_0_0_507","2023-04-30 19:10:45.058",1,4,3,62,302,15
"11_0_0_507","2023-04-30 19:10:45.058",1,4,911,97,302,15
"11_23_0_9","2023-04-30 19:10:51.732",1,13,1,122,303,15
"11_23_0_9","2023-04-30 19:10:51.732",1,13,3,77,303,15
"11_23_0_9","2023-04-30 19:10:51.732",1,13,911,82,303,15
"10_0_0_21","2023-04-30 19:10:59.985",1,1,1,141,313,15
"10_0_0_21","2023-04-30 19:10:59.985",1,1,911,83,313,15
"10_0_0_21","2023-04-30 19:10:59.985",1,1,3,64,313,15
"11_13_0_9","2023-04-30 19:11:37.482",1,16,3,70,306,15
"11_13_0_9","2023-04-30 19:11:37.482",1,16,911,74,306,15
"11_13_0_9","2023-04-30 19:11:37.482",1,16,1,138,306,15
"11_9_0_504","2023-04-30 19:11:47.045",1,4,1,106,303,15
"11_9_0_504","2023-04-30 19:11:47.045",1,4,3,123,303,15
"11_9_0_504","2023-04-30 19:11:47.045",1,4,911,60,303,15
"3_11_0_501","2023-04-30 19:12:21.492",1,1,911,42,312,15
"3_11_0_501","2023-04-30 19:12:21.492",1,1,1,153,312,15
"3_11_0_501","2023-04-30 19:12:21.492",1,1,3,92,312,15
"0_0_5_22","2023-04-30 19:12:35.619",1,10,911,71,306,15
"0_0_5_22","2023-04-30 19:12:35.619",1,10,3,61,306,15
"0_0_5_22","2023-04-30 19:12:35.619",1,10,1,143,306,15
"8_1_0_501","2023-04-30 19:12:38.129",1,2,3,85,320,16
"8_1_0_501","2023-04-30 19:12:38.129",1,2,911,17,320,16
"8_1_0_501","2023-04-30 19:12:38.129",1,2,1,201,320,16
"3_7_0_1","2023-04-30 19:12:59.437",1,1,3,123,303,15
"3_7_0_1","2023-04-30 19:12:59.437",1,1,911,32,303,15
"3_7_0_1","2023-04-30 19:12:59.437",1,1,1,139,303,15
"4_0_0_12","2023-04-30 19:13:09.197",1,7,3,97,350,17
"4_0_0_12","2023-04-30 19:13:09.197",1,7,1,151,350,17
"4_0_0_12","2023-04-30 19:13:09.197",1,7,911,89,350,17
"11_31_0_2","2023-04-30 19:14:05.985",1,1,3,94,305,15
"11_31_0_2","2023-04-30 19:14:05.985",1,1,911,76,305,15
"11_31_0_2","2023-04-30 19:14:05.985",1,1,1,111,305,15
"0_0_4_21","2023-04-30 19:14:19.133",1,7,1,171,304,15
"0_0_4_21","2023-04-30 19:14:19.133",1,7,3,69,304,15
"0_0_4_21","2023-04-30 19:14:19.133",1,7,911,34,304,15
