"local_electoral","fecha_recepcion_trep","codigo_candidatura","numero_mesa","numero_lista","total_votos","total_votantes","tiempo_estimado_hora"
"10_19_0_1","2023-04-30 19:14:21.401",1,19,1,76,301,15
"10_19_0_1","2023-04-30 19:14:21.401",1,19,3,74,301,15
"10_19_0_1","2023-04-30 19:14:21.401",1,19,911,133,301,15
"4_0_0_4","2023-04-30 19:14:41.338",1,7,3,111,323,16
"4_0_0_4","2023-04-30 19:14:41.338",1,7,1,125,323,16
"4_0_0_4","2023-04-30 19:14:41.338",1,7,911,69,323,16
"14_14_0_1","2023-04-30 19:18:11.942",1,3,3,20,308,15
"14_14_0_1","2023-04-30 19:18:11.942",1,3,911,39,308,15
"14_14_0_1","2023-04-30 19:18:11.942",1,3,1,231,308,15
"11_0_0_505","2023-04-30 19:19:02.615",1,7,1,85,301,15
"11_0_0_505","2023-04-30 19:19:02.615",1,7,911,73,301,15
"11_0_0_505","2023-04-30 19:19:02.615",1,7,3,126,301,15
"11_31_0_2","2023-04-30 19:19:11.743",1,9,911,83,308,15
"11_31_0_2","2023-04-30 19:19:11.743",1,9,3,85,308,15
"11_31_0_2","2023-04-30 19:19:11.743",1,9,1,127,308,15
"11_31_0_2","2023-04-30 19:20:33.741",1,7,911,78,303,15
"11_31_0_2","2023-04-30 19:20:33.741",1,7,3,65,303,15
"11_31_0_2","2023-04-30 19:20:33.741",1,7,1,138,303,15
"8_7_0_1","2023-04-30 19:21:10.136",1,2,1,136,301,15
"8_7_0_1","2023-04-30 19:21:10.136",1,2,911,13,301,15
"8_7_0_1","2023-04-30 19:21:10.136",1,2,3,142,301,15
"11_3_0_12","2023-04-30 19:21:39.779",1,18,1,133,322,16
"11_3_0_12","2023-04-30 19:21:39.779",1,18,911,68,322,16
"11_3_0_12","2023-04-30 19:21:39.779",1,18,3,100,322,16
"11_0_0_1","2023-04-30 19:21:49.698",1,13,911,69,312,15
"11_0_0_1","2023-04-30 19:21:49.698",1,13,3,91,312,15
"11_0_0_1","2023-04-30 19:21:49.698",1,13,1,134,312,15
"2_21_0_4","2023-04-30 19:21:50.386",1,14,1,144,305,15
"2_21_0_4","2023-04-30 19:21:50.386",1,14,3,61,305,15
"2_21_0_4","2023-04-30 19:21:50.386",1,14,911,79,305,15
"11_3_0_15","2023-04-30 19:22:55.196",1,11,1,103,344,17
"11_3_0_15","2023-04-30 19:22:55.196",1,11,911,89,344,17
"11_3_0_15","2023-04-30 19:22:55.196",1,11,3,132,344,17
"10_5_0_2","2023-04-30 19:23:04.57",1,25,911,116,303,15
"10_5_0_2","2023-04-30 19:23:04.57",1,25,3,58,303,15
"10_5_0_2","2023-04-30 19:23:04.57",1,25,1,109,303,15
"6_15_0_501","2023-04-30 19:23:12.733",1,4,911,74,329,16
"6_15_0_501","2023-04-30 19:23:12.733",1,4,3,27,329,16
"6_15_0_501","2023-04-30 19:23:12.733",1,4,1,223,329,16
"11_13_0_14","2023-04-30 19:23:32.773",1,14,1,139,306,15
"11_13_0_14","2023-04-30 19:23:32.773",1,14,3,97,306,15
"11_13_0_14","2023-04-30 19:23:32.773",1,14,911,48,306,15
"12_0_0_3","2023-04-30 19:23:55.031",1,6,3,102,312,15
"12_0_0_3","2023-04-30 19:23:55.031",1,6,1,138,312,15
"12_0_0_3","2023-04-30 19:23:55.031",1,6,911,47,312,15
"10_0_0_2","2023-04-30 19:24:14.513",1,2,911,54,301,15
"10_0_0_2","2023-04-30 19:24:14.513",1,2,3,97,301,15
"10_0_0_2","2023-04-30 19:24:14.513",1,2,1,132,301,15
"11_17_0_7","2023-04-30 19:28:13.079",1,13,1,167,309,15
"11_17_0_7","2023-04-30 19:28:13.079",1,13,911,47,309,15
"11_17_0_7","2023-04-30 19:28:13.079",1,13,3,71,309,15
"6_9_0_2","2023-04-30 19:28:18.294",1,1,1,212,357,17
"6_9_0_2","2023-04-30 19:28:18.294",1,1,911,60,357,17
"6_9_0_2","2023-04-30 19:28:18.294",1,1,3,72,357,17
"0_0_6_1","2023-04-30 19:29:38.797",1,10,911,48,328,16
"0_0_6_1","2023-04-30 19:29:38.797",1,10,1,176,328,16
"0_0_6_1","2023-04-30 19:29:38.797",1,10,3,80,328,16
"10_0_0_21","2023-04-30 19:29:49.757",1,6,911,87,302,15
"10_0_0_21","2023-04-30 19:29:49.757",1,6,1,127,302,15
"10_0_0_21","2023-04-30 19:29:49.757",1,6,3,70,302,15
"17_4_1_501","2023-04-30 19:29:50.863",1,2,3,69,342,17
"17_4_1_501","2023-04-30 19:29:50.863",1,2,1,208,342,17
"17_4_1_501","2023-04-30 19:29:50.863",1,2,911,2,342,17
"3_0_0_2","2023-04-30 19:29:55.74",1,42,911,52,310,15
"3_0_0_2","2023-04-30 19:29:55.74",1,42,1,110,310,15
"3_0_0_2","2023-04-30 19:29:55.74",1,42,3,121,310,15
"11_17_0_7","2023-04-30 19:30:52.412",1,4,1,189,307,15
"11_17_0_7","2023-04-30 19:30:52.412",1,4,3,56,307,15
"11_17_0_7","2023-04-30 19:30:52.412",1,4,911,36,307,15
"6_3_0_501","2023-04-30 19:32:03.61",1,3,3,113,314,15
"6_3_0_501","2023-04-30 19:32:03.61",1,3,911,37,314,15
"6_3_0_501","2023-04-30 19:32:03.61",1,3,1,158,314,15
"11_29_0_11","2023-04-30 19:32:04.915",1,2,3,142,389,19
"11_29_0_11","2023-04-30 19:32:04.915",1,2,911,86,389,19
"11_29_0_11","2023-04-30 19:32:04.915",1,2,1,145,389,19
"3_29_0_1","2023-04-30 19:32:11.239",1,22,3,92,311,15
"3_29_0_1","2023-04-30 19:32:11.239",1,22,1,156,311,15
"3_29_0_1","2023-04-30 19:32:11.239",1,22,911,54,311,15
"11_7_0_505","2023-04-30 19:33:06.437",1,7,1,84,307,15
"11_7_0_505","2023-04-30 19:33:06.437",1,7,911,45,307,15
"11_7_0_505","2023-04-30 19:33:06.437",1,7,3,167,307,15
"11_0_0_505","2023-04-30 19:34:18.156",1,9,1,115,318,15
"11_0_0_505","2023-04-30 19:34:18.156",1,9,911,55,318,15
"11_0_0_505","2023-04-30 19:34:18.156",1,9,3,121,318,15
"11_5_0_1","2023-04-30 19:34:23.901",1,39,1,160,307,15
"11_5_0_1","2023-04-30 19:34:23.901",1,39,911,72,307,15
"11_5_0_1","2023-04-30 19:34:23.901",1,39,3,53,307,15
"11_17_0_10","2023-04-30 19:34:58.878",1,10,911,71,310,15
"11_17_0_10","2023-04-30 19:34:58.878",1,10,3,85,310,15
"11_17_0_10","2023-04-30 19:34:58.878",1,10,1,128,310,15
"11_17_0_7","2023-04-30 19:36:05.637",1,10,1,179,307,15
"11_17_0_7","2023-04-30 19:36:05.637",1,10,911,37,307,15
"11_17_0_7","2023-04-30 19:36:05.637",1,10,3,71,307,15
"10_0_0_21","2023-04-30 19:36:41.968",1,8,911,81,305,15
"10_0_0_21","2023-04-30 19:36:41.968",1,8,3,64,305,15
"10_0_0_21","2023-04-30 19:36:41.968",1,8,1,137,305,15
"13_3_0_5","2023-04-30 19:36:50.603",1,4,911,42,310,15
"13_3_0_5","2023-04-30 19:36:50.603",1,4,3,77,310,15
"13_3_0_5","2023-04-30 19:36:50.603",1,4,1,166,310,15
"7_5_0_502","2023-04-30 19:37:02.159",1,8,3,78,304,15
"7_5_0_502","2023-04-30 19:37:02.159",1,8,1,111,304,15
"7_5_0_502","2023-04-30 19:37:02.159",1,8,911,84,304,15
"8_0_0_3","2023-04-30 19:38:15.503",1,2,1,146,309,15
"8_0_0_3","2023-04-30 19:38:15.503",1,2,911,29,309,15
"8_0_0_3","2023-04-30 19:38:15.503",1,2,3,126,309,15
"11_1_0_6","2023-04-30 19:39:22.877",1,21,1,137,325,16
"11_1_0_6","2023-04-30 19:39:22.877",1,21,3,74,325,16
"11_1_0_6","2023-04-30 19:39:22.877",1,21,911,90,325,16
"8_15_0_1","2023-04-30 19:43:28.484",1,2,1,149,302,15
"8_15_0_1","2023-04-30 19:43:28.484",1,2,911,28,302,15
"8_15_0_1","2023-04-30 19:43:28.484",1,2,3,115,302,15
"10_0_0_21","2023-04-30 19:45:10.53",1,2,911,82,302,15
"10_0_0_21","2023-04-30 19:45:10.53",1,2,3,64,302,15
"10_0_0_21","2023-04-30 19:45:10.53",1,2,1,142,302,15
"11_13_0_17","2023-04-30 19:46:15.613",1,10,1,127,323,16
"11_13_0_17","2023-04-30 19:46:15.613",1,10,3,111,323,16
"11_13_0_17","2023-04-30 19:46:15.613",1,10,911,60,323,16
"15_0_0_3","2023-04-30 19:46:34.126",1,15,1,118,314,15
"15_0_0_3","2023-04-30 19:46:34.126",1,15,911,111,314,15
"15_0_0_3","2023-04-30 19:46:34.126",1,15,3,61,314,15
"11_13_0_20","2023-04-30 19:46:47.102",1,4,1,155,342,17
"11_13_0_20","2023-04-30 19:46:47.102",1,4,3,105,342,17
"11_13_0_20","2023-04-30 19:46:47.102",1,4,911,51,342,17
"11_17_0_5","2023-04-30 19:48:46.363",1,19,911,74,320,16
"11_17_0_5","2023-04-30 19:48:46.363",1,19,3,90,320,16
"11_17_0_5","2023-04-30 19:48:46.363",1,19,1,136,320,16
"11_27_0_15","2023-04-30 19:48:46.747",1,10,3,86,332,16
"11_27_0_15","2023-04-30 19:48:46.747",1,10,1,150,332,16
"11_27_0_15","2023-04-30 19:48:46.747",1,10,911,59,332,16
"11_7_0_3","2023-04-30 19:48:57.639",1,19,911,63,346,17
"11_7_0_3","2023-04-30 19:48:57.639",1,19,3,130,346,17
"11_7_0_3","2023-04-30 19:48:57.639",1,19,1,129,346,17
"11_29_0_5","2023-04-30 19:49:22.447",1,21,3,107,312,15
"11_29_0_5","2023-04-30 19:49:22.447",1,21,1,102,312,15
"11_29_0_5","2023-04-30 19:49:22.447",1,21,911,79,312,15
"1_3_0_501","2023-04-30 19:51:04.176",1,1,911,18,324,16
"1_3_0_501","2023-04-30 19:51:04.176",1,1,3,258,324,16
"1_3_0_501","2023-04-30 19:51:04.176",1,1,1,38,324,16
"11_17_0_7","2023-04-30 19:51:36.614",1,5,911,50,303,15
"11_17_0_7","2023-04-30 19:51:36.614",1,5,3,57,303,15
"11_17_0_7","2023-04-30 19:51:36.614",1,5,1,171,303,15
"3_11_0_2","2023-04-30 19:53:15.479",1,6,1,125,306,15
"3_11_0_2","2023-04-30 19:53:15.479",1,6,911,58,306,15
"3_11_0_2","2023-04-30 19:53:15.479",1,6,3,102,306,15
"11_27_0_10","2023-04-30 19:54:12.547",1,16,3,80,307,15
"11_27_0_10","2023-04-30 19:54:12.547",1,16,911,56,307,15
"11_27_0_10","2023-04-30 19:54:12.547",1,16,1,146,307,15
"11_29_0_9","2023-04-30 19:59:56.988",1,6,1,87,302,15
"11_29_0_9","2023-04-30 19:59:56.988",1,6,3,79,302,15
"11_29_0_9","2023-04-30 19:59:56.988",1,6,911,121,302,15
"3_7_0_1","2023-04-30 20:00:12.098",1,3,1,141,306,15
"3_7_0_1","2023-04-30 20:00:12.098",1,3,911,37,306,15
"3_7_0_1","2023-04-30 20:00:12.098",1,3,3,114,306,15
"4_23_0_1","2023-04-30 20:00:24.785",1,9,3,82,325,16
"4_23_0_1","2023-04-30 20:00:24.785",1,9,1,187,325,16
"4_23_0_1","2023-04-30 20:00:24.785",1,9,911,34,325,16
"8_5_0_502","2023-04-30 20:00:44.904",1,1,911,18,313,15
"8_5_0_502","2023-04-30 20:00:44.904",1,1,1,208,313,15
"8_5_0_502","2023-04-30 20:00:44.904",1,1,3,74,313,15
"11_17_0_508","2023-04-30 20:01:06.411",1,10,3,84,304,15
"11_17_0_508","2023-04-30 20:01:06.411",1,10,911,89,304,15
"11_17_0_508","2023-04-30 20:01:06.411",1,10,1,101,304,15
"11_9_0_508","2023-04-30 20:04:03.921",1,5,911,79,368,18
"11_9_0_508","2023-04-30 20:04:03.921",1,5,3,66,368,18
"11_9_0_508","2023-04-30 20:04:03.921",1,5,1,207,368,18
"11_3_0_8","2023-04-30 20:04:51.397",1,13,1,184,352,17
"11_3_0_8","2023-04-30 20:04:51.397",1,13,911,59,352,17
"11_3_0_8","2023-04-30 20:04:51.397",1,13,3,88,352,17
"17_4_1_501","2023-04-30 20:05:06.095",1,1,1,209,347,17
"17_4_1_501","2023-04-30 20:05:06.095",1,1,3,70,347,17
"17_4_1_501","2023-04-30 20:05:06.095",1,1,911,4,347,17
"17_3_4_511","2023-04-30 20:05:09.056",1,1,3,168,343,17
"17_3_4_511","2023-04-30 20:05:09.056",1,1,911,5,343,17
"17_3_4_511","2023-04-30 20:05:09.056",1,1,1,21,343,17
"11_29_0_1","2023-04-30 20:05:38.499",1,16,1,124,321,16
"11_29_0_1","2023-04-30 20:05:38.499",1,16,911,80,321,16
"11_29_0_1","2023-04-30 20:05:38.499",1,16,3,104,321,16
"10_0_0_16","2023-04-30 20:05:39.363",1,26,911,126,308,15
"10_0_0_16","2023-04-30 20:05:39.363",1,26,3,46,308,15
"10_0_0_16","2023-04-30 20:05:39.363",1,26,1,109,308,15
"10_0_0_20","2023-04-30 20:06:48.976",1,23,1,99,351,17
"10_0_0_20","2023-04-30 20:06:48.976",1,23,911,136,351,17
"10_0_0_20","2023-04-30 20:06:48.976",1,23,3,91,351,17
"8_0_0_1","2023-04-30 20:07:01.056",1,15,1,194,347,17
"8_0_0_1","2023-04-30 20:07:01.056",1,15,911,11,347,17
"8_0_0_1","2023-04-30 20:07:01.056",1,15,3,132,347,17
"11_29_0_4","2023-04-30 20:07:15.108",1,4,3,113,302,15
"11_29_0_4","2023-04-30 20:07:15.108",1,4,1,130,302,15
"11_29_0_4","2023-04-30 20:07:15.108",1,4,911,32,302,15
"7_0_0_501","2023-04-30 20:08:43.077",1,8,911,112,301,15
"7_0_0_501","2023-04-30 20:08:43.077",1,8,1,92,301,15
"7_0_0_501","2023-04-30 20:08:43.077",1,8,3,74,301,15
"10_9_0_504","2023-04-30 20:09:21.33",1,1,911,85,304,15
"10_9_0_504","2023-04-30 20:09:21.33",1,1,1,162,304,15
"10_9_0_504","2023-04-30 20:09:21.33",1,1,3,42,304,15
"10_0_0_21","2023-04-30 20:09:41.216",1,4,911,64,316,15
"10_0_0_21","2023-04-30 20:09:41.216",1,4,3,70,316,15
"10_0_0_21","2023-04-30 20:09:41.216",1,4,1,156,316,15
"11_17_0_8","2023-04-30 20:10:26.498",1,8,3,81,303,15
"11_17_0_8","2023-04-30 20:10:26.498",1,8,1,105,303,15
"11_17_0_8","2023-04-30 20:10:26.498",1,8,911,91,303,15
"11_29_0_8","2023-04-30 20:10:30.229",1,14,3,103,354,17
"11_29_0_8","2023-04-30 20:10:30.229",1,14,1,127,354,17
"11_29_0_8","2023-04-30 20:10:30.229",1,14,911,98,354,17
"10_0_0_21","2023-04-30 20:10:49.591",1,9,1,154,305,15
"10_0_0_21","2023-04-30 20:10:49.591",1,9,3,56,305,15
"10_0_0_21","2023-04-30 20:10:49.591",1,9,911,78,305,15
"10_9_0_502","2023-04-30 20:12:22.018",1,1,911,95,308,15
"10_9_0_502","2023-04-30 20:12:22.018",1,1,1,142,308,15
"10_9_0_502","2023-04-30 20:12:22.018",1,1,3,62,308,15
"11_35_0_502","2023-04-30 20:12:29.758",1,7,911,96,334,16
"11_35_0_502","2023-04-30 20:12:29.758",1,7,3,64,334,16
"11_35_0_502","2023-04-30 20:12:29.758",1,7,1,141,334,16
"11_31_0_502","2023-04-30 20:13:54.288",1,6,911,81,342,17
"11_31_0_502","2023-04-30 20:13:54.288",1,6,1,74,342,17
"11_31_0_502","2023-04-30 20:13:54.288",1,6,3,171,342,17
"11_15_0_501","2023-04-30 20:14:27.142",1,2,3,114,302,15
"11_15_0_501","2023-04-30 20:14:27.142",1,2,911,82,302,15
"11_15_0_501","2023-04-30 20:14:27.142",1,2,1,90,302,15
"11_15_0_504","2023-04-30 20:15:35.49",1,11,911,79,324,16
"11_15_0_504","2023-04-30 20:15:35.49",1,11,3,98,324,16
"11_15_0_504","2023-04-30 20:15:35.49",1,11,1,121,324,16
"11_17_0_512","2023-04-30 20:17:08.086",1,20,1,98,303,15
"11_17_0_512","2023-04-30 20:17:08.086",1,20,3,78,303,15
"11_17_0_512","2023-04-30 20:17:08.086",1,20,911,98,303,15
"14_17_0_501","2023-04-30 20:17:15.594",1,2,3,97,312,15
"14_17_0_501","2023-04-30 20:17:15.594",1,2,1,164,312,15
"14_17_0_501","2023-04-30 20:17:15.594",1,2,911,28,312,15
"11_5_0_1","2023-04-30 20:18:32.101",1,1,1,153,309,15
"11_5_0_1","2023-04-30 20:18:32.101",1,1,3,57,309,15
"11_5_0_1","2023-04-30 20:18:32.101",1,1,911,78,309,15
"6_0_0_3","2023-04-30 20:19:23.148",1,12,3,69,344,17
"6_0_0_3","2023-04-30 20:19:23.148",1,12,1,200,344,17
"6_0_0_3","2023-04-30 20:19:23.148",1,12,911,62,344,17
"11_31_0_3","2023-04-30 20:23:59.384",1,11,911,88,321,16
"11_31_0_3","2023-04-30 20:23:59.384",1,11,1,134,321,16
"11_31_0_3","2023-04-30 20:23:59.384",1,11,3,72,321,16
"10_0_0_21","2023-04-30 20:24:24.051",1,5,3,44,301,15
"10_0_0_21","2023-04-30 20:24:24.051",1,5,911,65,301,15
"10_0_0_21","2023-04-30 20:24:24.051",1,5,1,167,301,15
"3_3_0_501","2023-04-30 20:24:26.048",1,4,3,235,324,16
"3_3_0_501","2023-04-30 20:24:26.048",1,4,911,38,324,16
"3_3_0_501","2023-04-30 20:24:26.048",1,4,1,34,324,16
"11_29_0_2","2023-04-30 20:24:45.503",1,21,3,100,306,15
"11_29_0_2","2023-04-30 20:24:45.503",1,21,1,124,306,15
"11_29_0_2","2023-04-30 20:24:45.503",1,21,911,64,306,15
"8_3_0_502","2023-04-30 20:27:21.716",1,1,3,71,315,15
"8_3_0_502","2023-04-30 20:27:21.716",1,1,911,34,315,15
"8_3_0_502","2023-04-30 20:27:21.716",1,1,1,185,315,15
"11_0_0_508","2023-04-30 20:30:21.26",1,3,1,125,319,15
"11_0_0_508","2023-04-30 20:30:21.26",1,3,3,102,319,15
"11_0_0_508","2023-04-30 20:30:21.26",1,3,911,68,319,15
"10_0_0_21","2023-04-30 20:32:43.227",1,10,1,182,380,19
"10_0_0_21","2023-04-30 20:32:43.227",1,10,3,87,380,19
"10_0_0_21","2023-04-30 20:32:43.227",1,10,911,94,380,19
"11_21_0_503","2023-04-30 20:36:53.999",1,1,911,17,341,17
"11_21_0_503","2023-04-30 20:36:53.999",1,1,3,102,341,17
"11_21_0_503","2023-04-30 20:36:53.999",1,1,1,204,341,17
"1_3_0_501","2023-04-30 20:39:00.208",1,2,1,59,356,17
"1_3_0_501","2023-04-30 20:39:00.208",1,2,911,16,356,17
"1_3_0_501","2023-04-30 20:39:00.208",1,2,3,262,356,17
"3_11_0_2","2023-04-30 20:39:37.998",1,7,911,47,347,17
"3_11_0_2","2023-04-30 20:39:37.998",1,7,1,179,347,17
"3_11_0_2","2023-04-30 20:39:37.998",1,7,3,105,347,17
"11_17_0_4","2023-04-30 20:40:55.533",1,6,911,70,322,16
"11_17_0_4","2023-04-30 20:40:55.533",1,6,1,126,322,16
"11_17_0_4","2023-04-30 20:40:55.533",1,6,3,101,322,16
"1_0_0_8","2023-04-30 20:49:43.477",1,1,1,119,343,17
"1_0_0_8","2023-04-30 20:49:43.477",1,1,911,43,343,17
"1_0_0_8","2023-04-30 20:49:43.477",1,1,3,167,343,17
"6_0_0_2","2023-04-30 20:54:50.433",1,14,1,198,308,15
"6_0_0_2","2023-04-30 20:54:50.433",1,14,3,56,308,15
"6_0_0_2","2023-04-30 20:54:50.433",1,14,911,36,308,15
"8_3_0_4","2023-04-30 21:07:13.494",1,11,1,156,333,16
"8_3_0_4","2023-04-30 21:07:13.494",1,11,911,64,333,16
"8_3_0_4","2023-04-30 21:07:13.494",1,11,3,96,333,16
"11_3_0_16","2023-04-30 21:11:56.207",1,1,3,91,301,15
"11_3_0_16","2023-04-30 21:11:56.207",1,1,1,125,301,15
"11_3_0_16","2023-04-30 21:11:56.207",1,1,911,65,301,15
"8_5_0_1","2023-04-30 21:21:05.052",1,3,1,201,323,16
"8_5_0_1","2023-04-30 21:21:05.052",1,3,3,74,323,16
"8_5_0_1","2023-04-30 21:21:05.052",1,3,911,18,323,16
"11_9_0_504","2023-04-30 21:22:24.446",1,10,911,61,333,16
"11_9_0_504","2023-04-30 21:22:24.446",1,10,3,135,333,16
"11_9_0_504","2023-04-30 21:22:24.446",1,10,1,113,333,16
"12_17_0_502","2023-04-30 21:23:35.129",1,1,1,163,311,15
"12_17_0_502","2023-04-30 21:23:35.129",1,1,911,9,311,15
"12_17_0_502","2023-04-30 21:23:35.129",1,1,3,107,311,15
"10_9_0_503","2023-04-30 21:45:50.172",1,2,911,172,306,15
"10_9_0_503","2023-04-30 21:45:50.172",1,2,3,35,306,15
"10_9_0_503","2023-04-30 21:45:50.172",1,2,1,68,306,15
"10_25_0_6","2023-04-30 22:12:05.143",1,2,1,78,334,16
"10_25_0_6","2023-04-30 22:12:05.143",1,2,911,156,334,16
"10_25_0_6","2023-04-30 22:12:05.143",1,2,3,85,334,16
"17_0_0_501","2023-04-30 22:29:38.432",1,2,1,147,313,15
"17_0_0_501","2023-04-30 22:29:38.432",1,2,3,75,313,15
"17_0_0_501","2023-04-30 22:29:38.432",1,2,911,16,313,15
"17_0_0_501","2023-04-30 22:29:49.404",1,1,911,11,305,15
"17_0_0_501","2023-04-30 22:29:49.404",1,1,3,76,305,15
"17_0_0_501","2023-04-30 22:29:49.404",1,1,1,148,305,15
